Date,Time,Spill (Mm³),QualityCode
1998-06-06,23:59:59,24.185,200
1998-10-26,23:59:59,49.628,200
1999-07-18,23:59:59,22.526,200
1999-12-20,23:59:59,24.948,200
1999-12-31,23:59:59,24.961,200
2000-01-25,23:59:59,11.557,200
2000-05-26,23:59:59,25.419,200
2000-07-18,23:59:59,22.997,200
2000-10-09,23:59:59,50.312,200
2000-11-26,23:59:59,19.453,200
2001-07-12,23:59:59,20.547,200
2002-12-13,23:59:59,44.659,200
2003-02-08,23:59:59,25.671,200
2003-12-27,23:59:59,25.563,200
2005-12-07,23:59:59,18.850,200
2005-12-27,23:59:59,13.729,200
2006-11-27,23:59:59,31.034,200
2007-03-25,23:59:59,22.842,200
2007-10-21,23:59:59,28.349,200
2009-05-23,23:59:59,48.746,200
2009-09-02,23:59:59,25.025,200
2011-02-27,23:59:59,28.117,200
2011-04-04,23:59:59,17.399,200
2011-12-03,23:59:59,25.469,200
2011-12-26,23:59:59,16.075,200
2012-06-05,23:59:59,19.571,200
2012-07-01,23:59:59,24.133,200
2012-09-30,23:59:59,30.987,200
2013-11-18,23:59:59,25.829,200
2014-08-16,23:59:59,48.521,200
2014-10-04,23:59:59,18.092,200
2014-10-27,23:59:59,22.655,200
2014-11-25,23:59:59,58.125,200
2015-02-15,23:59:59,28.469,200
2016-02-04,23:59:59,25.012,200
2016-06-23,23:59:59,30.585,200
2016-11-28,23:59:59,29.806,200
2016-12-05,23:59:59,29.529,200
2017-10-20,23:59:59,31.140,200
2018-04-23,23:59:59,31.754,200
2018-11-18,23:59:59,24.644,200
2019-02-08,23:59:59,19.691,200
2019-04-20,23:59:59,26.341,200
2019-06-27,23:59:59,26.953,200
2019-07-19,23:59:59,27.007,200
2019-08-16,23:59:59,22.556,200
2019-10-29,23:59:59,29.163,200
2019-11-04,23:59:59,29.241,200
2019-12-25,23:59:59,54.293,200
2020-08-01,23:59:59,23.897,200
2020-09-04,23:59:59,21.259,200
2021-10-24,23:59:59,29.435,200
2022-01-06,23:59:59,25.398,200
2022-01-31,23:59:59,10.989,200
2022-12-10,23:59:59,21.540,200
2023-03-11,23:59:59,10.488,200
2023-08-01,23:59:59,19.412,200
2023-08-07,23:59:59,19.971,200
2023-10-05,23:59:59,49.103,200
2023-11-30,23:59:59,21.954,200
1980-10-25,23:59:59,30.776,200
1981-05-25,23:59:59,32.175,200
1982-10-08,23:59:59,9.299,200
1982-10-23,23:59:59,17.342,200
1983-01-15,23:59:59,76.046,200
1984-09-02,23:59:59,37.543,200
1984-10-25,23:59:59,53.111,200
1984-12-26,23:59:59,59.769,200
1985-04-17,23:59:59,17.458,200
1985-04-27,23:59:59,24.040,200
1986-01-07,23:59:59,35.390,200
1986-06-07,23:59:59,31.737,200
1986-06-14,23:59:59,32.035,200
1987-04-18,23:59:59,37.902,200
1987-06-25,23:59:59,16.713,200
1987-10-25,23:59:59,36.418,200
1987-12-26,23:59:59,13.558,200
1988-08-20,23:59:59,13.305,200
1988-10-21,23:59:59,71.689,200
1988-11-09,23:59:59,73.425,200
1989-08-09,23:59:59,22.956,200
1991-01-01,23:59:59,36.963,200
1991-03-27,23:59:59,10.299,200
1991-07-03,23:59:59,10.949,200
1991-09-22,23:59:59,25.905,200
1992-06-24,23:59:59,10.537,200
1993-04-24,23:59:59,13.996,200
1993-05-27,23:59:59,12.646,200
1994-03-05,23:59:59,25.251,200
1994-04-27,23:59:59,28.956,200
1994-08-05,23:59:59,30.653,200
1995-02-12,23:59:59,17.248,200
1995-07-01,23:59:59,26.681,200
1995-09-24,23:59:59,60.039,200
1995-11-23,23:59:59,17.150,200
1996-06-11,23:59:59,53.022,200
1997-08-24,23:59:59,32.411,200
1998-07-20,23:59:59,19.564,200
1999-01-29,23:59:59,10.136,200
2000-02-08,23:59:59,12.470,200
2000-04-07,23:59:59,17.965,200
2000-11-10,23:59:59,25.186,200
2001-10-28,23:59:59,21.294,200
2002-04-08,23:59:59,24.498,200
2002-07-24,23:59:59,24.477,200
2003-03-16,23:59:59,24.360,200
2004-02-01,23:59:59,27.245,200
2004-03-04,23:59:59,31.768,200
2004-05-26,23:59:59,32.009,200
2006-01-24,23:59:59,30.735,200
2006-12-10,23:59:59,40.061,200
2007-02-01,23:59:59,22.117,200
2007-06-18,23:59:59,25.034,200
2007-07-17,23:59:59,21.182,200
2007-08-17,23:59:59,31.209,200
2008-02-14,23:59:59,11.018,200
2008-04-20,23:59:59,11.830,200
